TOTAL PAIS
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,51.135 ,"17,33% ","16,81%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",38.596 ,"75,48%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",12.539 ,"24,52%",
  132 ,ALIANZA PROGRESISTAS ,2.877 ,"0,97% ","0,95%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",2.877 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,4.629 ,"1,57% ","1,52%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",1.350 ,"29,16%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",3.279 ,"70,84%",
  133 ,ALIANZA COMPROMISO FEDERAL ,1.457 ,"0,49% ","0,48%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",1.457 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,90 ,"0,03% ","0,03%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",90 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,1.188 ,"0,40% ","0,39%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",1.188 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,810 ,"0,27% ","0,27%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",810 ,100%,
81 ,PARTIDO POPULAR ,1.064 ,"0,36% ","0,35%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",1.064 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,563 ,"0,19% ","0,19%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",563 ,100%,
,VOTOS POSITIVOS  ,295.078 ,"96,22%",
,VOTOS EN BLANCO  ,9.154 ,"2,98%",
,VOTOS ANULADOS  ,2.450 ,"0,80%",
,TOTAL DE  VOTANTES  ,306.682 ,,
JUJUY
,ELECTORES HABILES ,511.624,,
,MESAS: ,1.584 ,,(Inlcuye P.L.)
,PORCENTAJE DE VOTANTES ,"77,13%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,157.209 ,"41,99% ","40,35%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",157.209 ,100%,
  135 ,ALIANZA CAMBIEMOS ,86.266 ,"23,04% ","22,14%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",60.815 ,"70,50%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",20.132 ,"23,34%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",5.319 ,"6,17%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,100.906 ,"26,95% ","25,90%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",72.712 ,"72,06%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",28.194 ,"27,94%",
  132 ,ALIANZA PROGRESISTAS ,5.193 ,"1,39% ","1,33%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",5.193 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,14.558 ,"3,89% ","3,74%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",10.367 ,"71,21%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",4.191 ,"28,79%",
  133 ,ALIANZA COMPROMISO FEDERAL ,2.738 ,"0,73% ","0,70%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",2.738 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,1.981 ,"0,53% ","0,51%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",1.981 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,1.834 ,"0,49% ","0,47%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",1.834 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,2.002 ,"0,53% ","0,51%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",2.002 ,100%,
81 ,PARTIDO POPULAR ,974 ,"0,26% ","0,25%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",974 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,768 ,"0,21% ","0,20%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",768 ,100%,
,VOTOS POSITIVOS  ,374.429 ,"94,89%",
,VOTOS EN BLANCO  ,15.200 ,"3,85%",
,VOTOS ANULADOS  ,4.981 ,"1,26%",
,TOTAL DE  VOTANTES  ,394.610 ,,
LA PAMPA
,ELECTORES HABILES ,274.248,,
,MESAS: ,830 ,,(Incluye P.L.)
,PORCENTAJE DE VOTANTES ,"77,87%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,81.499 ,"40,35% ","38,60%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",81.499 ,100%,
  135 ,ALIANZA CAMBIEMOS ,71.029 ,"35,17% ","33,64%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",51.770 ,"72,89%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",12.275 ,"17,28%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",6.984 ,"9,83%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,31.798 ,"15,74% ","15,06%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",22.884 ,"71,97%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",8.914 ,"28,03%",
  132 ,ALIANZA PROGRESISTAS ,5.409 ,"2,68% ","2,56%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",5.409 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,4.041 ,"2,00% ","1,91%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",2.344 ,"58,01%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",1.697 ,"41,99%",
  133 ,ALIANZA COMPROMISO FEDERAL ,4.381 ,"2,17% ","2,07%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",4.381 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,995 ,"0,49% ","0,47%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",995 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,1.002 ,"0,50% ","0,47%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",1.002 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,826 ,"0,41% ","0,39%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",826 ,100%,
81 ,PARTIDO POPULAR ,594 ,"0,29% ","0,28%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",594 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,406 ,"0,20% ","0,19%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",406 ,100%,
,VOTOS POSITIVOS  ,201.980 ,"94,58%",
,VOTOS EN BLANCO  ,9.179 ,"4,30%",
,VOTOS ANULADOS  ,2.393 ,"1,12%",
,TOTAL DE  VOTANTES  ,213.552 ,,
LA RIOJA
,ELECTORES HABILES ,269.047,,
,MESAS: ,873 ,,(Incluye P.L.)
,PORCENTAJE DE VOTANTES ,"66,34%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,68.818 ,"40,76% ","38,92%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",68.818 ,100%,
  135 ,ALIANZA CAMBIEMOS ,45.642 ,"27,03% ","25,81%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",37.583 ,"82,34%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",5.396 ,"11,82%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",2.663 ,"5,83%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,40.988 ,"24,28% ","23,18%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",24.618 ,"60,06%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",16.370 ,"39,94%",
  132 ,ALIANZA PROGRESISTAS ,1.146 ,"0,68% ","0,65%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",1.146 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,2.404 ,"1,42% ","1,36%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",843 ,"35,07%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",1.561 ,"64,93%",
  133 ,ALIANZA COMPROMISO FEDERAL ,7.081 ,"4,19% ","4,00%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",7.081 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,645 ,"0,38% ","0,36%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",645 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,557 ,"0,33% ","0,32%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",557 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,602 ,"0,36% ","0,34%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",602 ,100%,
81 ,PARTIDO POPULAR ,612 ,"0,36% ","0,35%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",612 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,336 ,"0,20% ","0,19%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",336 ,100%,
,VOTOS POSITIVOS  ,168.831 ,"94,60%",
,VOTOS EN BLANCO  ,7.974 ,"4,47%",
,VOTOS ANULADOS  ,1.668 ,"0,93%",
,TOTAL DE  VOTANTES  ,178.473 ,,
MENDOZA
,ELECTORES HABILES ,1.363.969,,
,MESAS: ,3.997 ,,(Incluye P.L.)
,PORCENTAJE DE VOTANTES ,"78,59%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,336.797 ,"33,47% ","31,90%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",336.797 ,100%,
  135 ,ALIANZA CAMBIEMOS ,363.589 ,"36,13% ","34,44%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",259.539 ,"71,38%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",90.799 ,"24,97%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",13.251 ,"3,64%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,134.547 ,"13,37% ","12,75%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",97.710 ,"72,62%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",36.837 ,"27,38%",
  132 ,ALIANZA PROGRESISTAS ,13.974 ,"1,39% ","1,32%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",13.974 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,90.642 ,"9,01% ","8,59%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",83.459 ,"92,08%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",7.183 ,"7,92%",
  133 ,ALIANZA COMPROMISO FEDERAL ,52.545 ,"5,22% ","4,98%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",52.545 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,3.939 ,"0,39% ","0,37%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",3.939 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,3.060 ,"0,30% ","0,29%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",3.060 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,2.534 ,"0,25% ","0,24%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",2.534 ,100%,
81 ,PARTIDO POPULAR ,3.013 ,"0,30% ","0,29%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",3.013 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,1.577 ,"0,16% ","0,15%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",1.577 ,100%,
,VOTOS POSITIVOS  ,1.006.217 ,"93,87%",
,VOTOS EN BLANCO  ,49.465 ,"4,61%",
,VOTOS ANULADOS  ,16.215 ,"1,51%",
,TOTAL DE  VOTANTES  ,1.071.897 ,,
NEUQUEN
,ELECTORES HABILES ,470.217,,
,MESAS: ,1.427 ,,(Incluye P.L.)
,PORCENTAJE DE VOTANTES ,"80,09%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,115.769 ,"35,69% ","31,58%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",115.769 ,100%,
  135 ,ALIANZA CAMBIEMOS ,88.905 ,"27,41% ","24,25%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",72.573 ,"81,63%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",6.477 ,"7,29%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",9.855 ,"11,08%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,70.548 ,"21,75% ","19,25%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",49.758 ,"70,53%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",20.790 ,"29,47%",
  132 ,ALIANZA PROGRESISTAS ,9.870 ,"3,04% ","2,69%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",9.870 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,19.764 ,"6,09% ","5,39%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",12.367 ,"62,57%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",7.397 ,"37,43%",
  133 ,ALIANZA COMPROMISO FEDERAL ,7.847 ,"2,42% ","2,14%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",7.847 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,2.621 ,"0,81% ","0,72%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",2.621 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,2.503 ,"0,77% ","0,68%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",2.503 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,2.705 ,"0,83% ","0,74%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",2.705 ,100%,
81 ,PARTIDO POPULAR ,2.416 ,"0,74% ","0,66%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",2.416 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,1.413 ,"0,44% ","0,39%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",1.413 ,100%,
,VOTOS POSITIVOS  ,324.361 ,"86,13%",
,VOTOS EN BLANCO  ,42.212 ,"11,21%",
,VOTOS ANULADOS  ,10.020 ,"2,66%",
,TOTAL DE  VOTANTES  ,376.593 ,,
RIO NEGRO
,ELECTORES HABILES ,512.587,,
,MESAS: ,1.535 ,,
,PORCENTAJE DE VOTANTES ,"73,67%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,160.751 ,"44,78% ","43,38%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",160.751 ,100%,
  135 ,ALIANZA CAMBIEMOS ,81.260 ,"22,64% ","21,93%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",64.120 ,"78,91%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",9.545 ,"11,75%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",7.595 ,"9,35%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,76.875 ,"21,42% ","20,75%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",56.095 ,"72,97%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",20.780 ,"27,03%",
  132 ,ALIANZA PROGRESISTAS ,11.208 ,"3,12% ","3,02%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",11.208 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,11.991 ,"3,34% ","3,24%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",6.243 ,"52,06%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",5.748 ,"47,94%",
  133 ,ALIANZA COMPROMISO FEDERAL ,6.775 ,"1,89% ","1,83%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",6.775 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,3.155 ,"0,88% ","0,85%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",3.155 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,2.500 ,"0,70% ","0,67%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",2.500 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,1.648 ,"0,46% ","0,44%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",1.648 ,100%,
81 ,PARTIDO POPULAR ,1.812 ,"0,50% ","0,49%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",1.812 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,965 ,"0,27% ","0,26%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",965 ,100%,
,VOTOS POSITIVOS  ,358.940 ,"95,05%",
,VOTOS EN BLANCO  ,11.628 ,"3,08%",
,VOTOS ANULADOS  ,7.052 ,"1,87%",
,TOTAL DE  VOTANTES  ,377.620 ,,
SALTA
SAN JUAN
,ELECTORES HABILES ,536.604,,
,MESAS: ,1.607 ,,
,PORCENTAJE DE VOTANTES ,"80,30%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,216.245 ,"54,65% ","50,65%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",216.245 ,100%,
  135 ,ALIANZA CAMBIEMOS ,63.564 ,"16,07% ","14,89%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",57.451 ,"90,38%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",4.615 ,"7,26%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",1.498 ,"2,36%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,87.245 ,"22,05% ","20,44%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",60.847 ,"69,74%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",26.398 ,"30,26%",
  132 ,ALIANZA PROGRESISTAS ,5.709 ,"1,44% ","1,34%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",5.709 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,2.861 ,"0,72% ","0,67%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",1.223 ,"42,75%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",1.638 ,"57,25%",
  133 ,ALIANZA COMPROMISO FEDERAL ,15.283 ,"3,86% ","3,58%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",15.283 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,1.978 ,"0,50% ","0,46%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",1.978 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,716 ,"0,18% ","0,17%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",716 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,1.223 ,"0,31% ","0,29%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",1.223 ,100%,
81 ,PARTIDO POPULAR ,449 ,"0,11% ","0,11%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",449 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,384 ,"0,10% ","0,09%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",384 ,100%,
,VOTOS POSITIVOS  ,395.657 ,"91,83%",
,VOTOS EN BLANCO  ,31.265 ,"7,26%",
,VOTOS ANULADOS  ,3.947 ,"0,92%",
,TOTAL DE  VOTANTES  ,430.869 ,,
SAN LUIS
,ELECTORES HABILES ,358.271,,
,MESAS: ,1.131 ,,(Incluye P.L.)
,PORCENTAJE DE VOTANTES ,"81,46%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,48.186 ,"19,59% ","16,74%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",48.186 ,100%,
  135 ,ALIANZA CAMBIEMOS ,60.965 ,"24,78% ","21,18%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",51.589 ,"84,62%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",7.675 ,"12,59%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",1.701 ,"2,79%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,15.543 ,"6,32% ","5,40%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",12.277 ,"78,99%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",3.266 ,"21,01%",
  132 ,ALIANZA PROGRESISTAS ,3.501 ,"1,42% ","1,22%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",3.501 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,3.138 ,"1,28% ","1,09%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",1.918 ,"61,12%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",1.220 ,"38,88%",
  133 ,ALIANZA COMPROMISO FEDERAL ,111.989 ,"45,53% ","38,90%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",111.989 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,507 ,"0,21% ","0,18%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",507 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,942 ,"0,38% ","0,33%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",942 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,580 ,"0,24% ","0,20%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",580 ,100%,
81 ,PARTIDO POPULAR ,436 ,"0,18% ","0,15%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",436 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,189 ,"0,08% ","0,07%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",189 ,100%,
,VOTOS POSITIVOS  ,245.976 ,"84,28%",
,VOTOS EN BLANCO  ,41.913 ,"14,36%",
,VOTOS ANULADOS  ,3.962 ,"1,36%",
,TOTAL DE  VOTANTES  ,291.851 ,,
SANTA CRUZ
,ELECTORES HABILES ,237.523,,
,MESAS: ,811 ,,
,PORCENTAJE DE VOTANTES ,"72,33%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,73.042 ,"44,46% ","43,42%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",73.042 ,100%,
  135 ,ALIANZA CAMBIEMOS ,41.929 ,"25,52% ","24,92%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",30.162 ,"71,94%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",6.526 ,"15,56%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",5.241 ,"12,50%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,33.984 ,"20,69% ","20,20%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",23.713 ,"69,78%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",10.271 ,"30,22%",
  132 ,ALIANZA PROGRESISTAS ,2.525 ,"1,54% ","1,50%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",2.525 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,6.889 ,"4,19% ","4,10%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",1.699 ,"24,66%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",5.190 ,"75,34%",
  133 ,ALIANZA COMPROMISO FEDERAL ,1.871 ,"1,14% ","1,11%"
